Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
Taraxippos,1389546626,"""6917529900983465804""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,10,Vault,false,false,6,20,Guardian Games,84,75,60,40,19,0,0,42,200,59,15,89,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Arrowhead Brake*,Corkscrew Rifling,Accurized Rounds*,Alloy Magazine,Outlaw*,Fourth Time's the Charm,Keep Away*,Masterworked: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Breakneck,324382200,"""6917529200208893252""",,Legendary,Auto Rifle,drifter,KineticSlot,Kinetic,1600,1060,Range,10,Vault,true,false,2,5,,80,44,29,74,16,0,0,55,450,26,40,37,0,0,0,0,0,0,0,0,0,20,false,0,6,,,,Precision Frame*,Polygonal Rifling*,Extended Mag*,Rampage*,Onslaught*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Shayura's Wrath,3682803680,"""6917529483314318399""",,Legendary,Submachine Gun,trials,Energy,Void,1600,,Handling,8,Vault,true,false,4,14,,100,60,25,66,15,0,0,56,600,34,28,35,0,0,0,0,0,0,0,0,0,25,false,0,7,,,,Precision Frame*,Hammer-Forged Rifling,Smallbore*,Tactical Mag*,Alloy Magazine,Heating Up*,Harmony*,Vintage Timber*,Counterbalance Stock*,Tier 8: Handling*,Kill Tracker,Crucible Tracker*,,,,,,
Brigand's Law,1298815317,"""6917529891381152932""",,Legendary,Sidearm,plunder,Energy,Arc,1600,,Range,1,Vault,true,false,5,18,,100,59,35,21,12,0,0,63,450,41,18,61,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Chambered Compensator,Appended Mag*,Alloy Magazine,Killing Wind*,Voltshot*,Tier 1: Range*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Taraxippos,1389546626,"""6917529900607215094""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Reload Speed,4,Vault,false,false,6,20,Guardian Games,54,75,60,35,19,0,0,47,200,63,17,74,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Corkscrew Rifling*,Extended Barrel,Appended Mag*,Extended Mag,Offhand Strike*,Explosive Payload*,Tier 4: Reload Speed*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,
The Chaperone,3413860062,"""6917529823125798667""",,Exotic,Shotgun,,KineticSlot,Kinetic,1600,,,,Vault,true,false,2,4,,50,70,75,100,12,0,0,30,70,30,6,80,0,0,0,0,0,0,0,0,0,1,false,0,0,tex-mechanica,,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Snorri FR5,4114929480,"""6917529820926162612""",,Legendary,Fusion Rifle,legendaryengram,Energy,Void,1600,,Reload Speed,3,Vault,true,false,5,16,,79,62,80,76,17,0,0,40,0,36,7,32,780,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,,Precision Frame*,Full Bore*,Smallbore,Enhanced Battery*,Particle Repeater,Firmly Planted*,High-Impact Reserves*,Tier 3: Reload Speed*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Stars in Shadow,2050789284,"""6917529859423483110""",,Legendary,Pulse Rifle,crucible,Energy,Solar,1600,,Stability,4,Vault,false,false,4,12,,79,28,33,62,18,0,0,62,340,44,31,23,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Hammer-Forged Rifling,Polygonal Rifling*,Appended Mag,Tactical Mag*,Killing Wind*,Outlaw,Demolitionist*,Dragonfly,Counterbalance Stock*,Tier 4: Stability*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,
A Fine Memorial,3325778512,"""6917529808430550164""",,Legendary,Machine Gun,moon,Power,Arc,1600,,Reload Speed,1,Vault,true,false,4,14,,100,61,41,41,16,0,0,37,450,32,69,68,0,0,0,0,0,0,0,0,0,16,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Extended Barrel,Extended Mag*,Alloy Magazine,Ambitious Assassin*,Adrenaline Junkie*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,

Sleepless,3740842661,"""6917529838832680666""",,Legendary,Rocket Launcher,dreaming,Power,Arc,1600,,Velocity,4,Vault,true,false,4,13,,58,72,0,0,20,95,49,53,15,63,1,66,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,High-Impact Frame*,Linear Compensator*,Smart Drift Control,Alloy Casing*,High-Velocity Rounds,Tracking Module*,Unrelenting*,Burnished Dreams*,Tier 4: Velocity*,Kill Tracker*,Crucible Tracker,,,,,,,
Planck's Stride,820890091,"""6917529891388794507""",,Legendary,Machine Gun,plunder,Power,Arc,1600,,Reload Speed,1,Vault,true,false,5,18,,86,63,25,26,16,0,0,33,900,58,75,57,0,0,0,0,0,0,0,0,0,9,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Fluted Barrel,Alloy Magazine*,Flared Magwell,Perpetual Motion*,One for All*,Tier 1: Reload Speed*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Judgment of Kelgorath,2978226043,"""6917529860440915971""",,Legendary,Glaive,seasonpass,Energy,Solar,1600,,,,Vault,false,false,5,19,,0,70,95,61,0,0,0,0,45,40,3,28,0,0,0,0,0,0,0,0,35,13,true,1,0,hakke,,,Aggressive Glaive*,Low-Impedance Windings*,Alloy Magazine*,Genesis*,Surrounded*,*,Ambush*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Crown-Splitter,2782325302,"""6917529355401507638""",,Legendary,Sword,legendaryengram,Power,Void,1600,,Impact,2,Vault,true,false,4,14,,0,0,74,0,0,0,0,0,0,0,56,0,0,0,0,10,80,50,70,0,0,0,false,0,0,,,,Aggressive Frame*,Enduring Blade,Jagged Edge,Tempered Edge*,Heavy Guard*,Tireless Blade*,Whirlwind Blade*,Backup Mag*,Tier 2: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,
Jararaca-3sr,1851521408,"""6917529856448535287""",,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Stability,1,Vault,true,false,5,19,,100,64,45,24,20,0,0,49,260,44,17,29,0,0,0,0,0,0,0,0,0,14,false,0,0,veist,,,VEIST Rapid-Fire*,Arrowhead Brake*,Hammer-Forged Rifling,Extended Mag,Flared Magwell*,Fourth Time's the Charm*,Focused Fury*,Counterbalance Stock*,Tier 1: Stability*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,
Throne-Cleaver,3371413059,"""6917529882059275401""",,Legendary,Sword,legendaryengram,Power,Solar,1799,,Impact,3,Vault,false,false,6,20,,0,0,75,0,0,0,0,0,0,0,48,0,0,0,0,10,80,50,70,0,0,0,false,0,15,,,,Aggressive Frame*,Honed Edge*,Jagged Edge,Heavy Guard*,Flash Counter*,Surrounded*,Tier 3: Impact*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Crimson,3437746471,"""6917529477455313470""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,Range,10,Vault,true,false,1,2,,55,75,92,92,14,0,0,97,415,60,14,35,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Banned Weapon*,Smallbore*,Accurized Rounds*,Cruel Remedy*,Heavy Grip*,Crimson Catalyst*,Kill Tracker,Crucible Tracker*,,,,,,,,,,
Boudica-C,1916287826,"""6917529844994251829""",,Legendary,Sidearm,legendaryengram,KineticSlot,Kinetic,1600,,Handling,1,Vault,true,false,5,18,,100,85,51,63,12,0,0,53,260,5,15,29,0,0,0,0,0,0,0,0,0,32,false,0,0,hakke,,,Precision Frame*,Chambered Compensator*,Smallbore,Extended Mag*,Light Mag,Threat Detector*,Surrounded*,Tier 1: Handling*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
Fioritura-59,2566006935,"""6917529858154082010""",,Legendary,Sidearm,legendaryengram,Energy,Void,1600,,Stability,4,Vault,false,false,5,19,,100,59,35,27,12,0,0,67,450,42,15,63,0,0,0,0,0,0,0,0,0,23,false,0,0,suros,,,Rapid-Fire Frame*,Arrowhead Brake*,Smallbore,High-Caliber Rounds*,Ricochet Rounds,Killing Wind*,Moving Target*,Tier 4: Stability*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,
Pizzicato-22,4100775158,"""6917529813044421828""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1600,,Handling,5,Vault,true,false,5,18,,90,45,20,53,14,0,0,55,900,50,34,71,0,0,0,0,0,0,0,0,0,22,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Armor-Piercing Rounds*,High-Caliber Rounds,Eye of the Storm*,Threat Detector*,Tier 5: Handling*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,

Long Shadow,3745990145,"""6917529819713101063""",,Legendary,Sniper Rifle,strikes,KineticSlot,Kinetic,1600,,Handling,1,Vault,true,false,3,11,,47,59,70,63,52,0,0,42,90,40,4,46,0,0,0,0,0,0,0,0,0,2,false,0,0,hakke,,,Adaptive Frame*,ATB Long Range,ATD Raptor*,Accurized Rounds*,Extended Mag,Rapid Hit*,Triple Tap*,Radar Tuner*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,
Perses-D,1019000888,"""6917529895025992455""",,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1797,,Range,1,Vault,false,false,5,16,,84,36,67,79,22,0,0,22,150,33,16,21,0,0,0,0,0,0,0,0,0,12,false,0,0,hakke,,,High-Impact Frame*,Extended Barrel*,Polygonal Rifling,Appended Mag*,Steady Rounds,Rapid Hit*,Explosive Payload*,Tier 1: Range*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
The Wizened Rebuke,1999697514,"""6917529859626499012""",,Legendary,Fusion Rifle,ironbanner,Energy,Arc,1600,,Stability,4,Vault,false,false,5,17,,97,62,100,61,15,0,0,32,0,20,5,12,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Hammer-Forged Rifling,Liquid Coils*,Particle Repeater,Under Pressure*,Backup Plan*,Counterbalance Stock*,Tier 4: Stability*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,,
The Militia's Birthright,40394833,"""6917529835623799745""",,Legendary,Grenade Launcher,nightfall,KineticSlot,Kinetic,1600,,Reload Speed,3,Vault,true,false,5,18,,92,75,0,0,13,80,72,33,90,66,1,79,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Lightweight Frame*,Countermass*,Smart Drift Control,Proximity Grenades*,High-Velocity Rounds,Ambitious Assassin*,Pugilist*,Tier 3: Reload Speed*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,
Rose,882778888,"""6917529845659573751""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1600,,Handling,4,Vault,true,false,5,19,,95,90,84,50,14,0,0,67,140,70,11,54,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Lightweight Frame*,Full Bore,Smallbore*,Alloy Magazine,Flared Magwell*,Moving Target*,Eye of the Storm*,Targeting Adjuster*,Tier 4: Handling*,Heavy Grip*,Smooth Grip,Kill Tracker*,Crucible Tracker,,,,,
Pleiades Corrector,3556999246,"""6917529900586666040""",,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1809,,Reload Speed,2,Vault,false,false,4,14,,97,76,60,28,25,0,0,43,200,65,18,81,0,0,0,0,0,0,0,0,0,10,false,0,0,omolon,,,Lightweight Frame*,Arrowhead Brake*,Full Bore,Appended Mag*,Ricochet Rounds,Outlaw*,Wellspring*,Counterbalance Stock*,Tier 2: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,
Father's Sins,3865728990,"""6917529789767983751""",,Legendary,Sniper Rifle,wellspring,Energy,Void,1600,,Stability,4,Vault,true,false,5,16,,53,78,55,38,35,0,0,47,140,70,5,66,0,0,0,0,0,0,0,0,0,1,false,0,9,,,,Rapid-Fire Frame*,Arrowhead Brake,Smallbore*,Extended Mag,Flared Magwell*,Lead from Gold*,Eye of the Storm*,Targeting Adjuster*,Tier 4: Stability*,Psychohack*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,Empty Weapon Level Boost Socket*,,,
Typhon GL5,3568377122,"""6917529864502671481""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1600,,Velocity,3,Vault,true,false,5,16,,50,60,0,0,13,65,33,52,120,45,6,37,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Volatile Launch*,Hard Launch,Spike Grenades*,High-Velocity Rounds,Stats for All*,Chill Clip*,Tier 3: Velocity*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Deafening Whisper,981718087,"""6917529852389803134""",,Legendary,Grenade Launcher,wrathborn,Energy,Void,1600,,Blast Radius,3,Vault,true,false,4,12,,96,63,0,0,13,93,79,63,72,70,1,82,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Wave Frame*,Confined Launch,Smart Drift Control*,High-Velocity Rounds,Implosion Rounds*,Killing Wind*,Rampage*,Tier 3: Blast Radius*,Kill Tracker*,Crucible Tracker,,,,,,,,
Nezarec's Whisper,254636484,"""6917529893791673403""",,Legendary,Glaive,haunted,Energy,Arc,1600,,"Shield Duration, Charge Time",1,Vault,false,false,5,17,,0,55,80,45,0,0,0,0,55,20,5,57,0,0,0,0,0,0,0,0,43,9,false,0,0,,,,Adaptive Glaive*,Tempered Truss Rod*,Auxiliary Reserves,Alloy Magazine*,Appended Mag,Lead from Gold*,Adaptive Munitions*,Tier 1: Shield Duration*,Extrovert*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Rose,882778888,"""6917529896657775676""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1809,,Handling,3,Vault,true,false,5,19,,100,85,84,38,14,0,0,65,140,55,11,78,0,0,0,0,0,0,0,0,0,27,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Chambered Compensator,Steady Rounds*,Flared Magwell,Elemental Capacitor*,Rangefinder*,Tier 3: Handling*,Smooth Grip*,Textured Grip,Kill Tracker*,Crucible Tracker,,,,,,
Thoughtless,4067556514,"""6917529726891196583""",,Legendary,Sniper Rifle,psiops,KineticSlot,Stasis,1600,,Handling,3,Vault,true,false,5,16,,79,67,70,51,46,0,0,54,90,24,5,63,0,0,0,0,0,0,0,0,0,12,false,0,30,,,,Adaptive Frame*,Fluted Barrel*,Extended Mag*,Steady Hands*,Headstone*,Radar Booster*,Tier 3: Handling*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Bottom Dollar,1046651176,"""6917529890949694254""",,Legendary,Hand Cannon,drifter,Energy,Void,1800,,Range,1,Vault,false,false,4,13,,85,66,92,76,14,0,0,18,120,25,9,26,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Full Bore*,Smallbore,Alloy Magazine*,Flared Magwell,Quickdraw*,Dragonfly*,Tier 1: Range*,Gun and Run*,Kill Tracker*,Crucible Tracker,,,,,,,
Recurrent Impact,1572896086,"""6917529648019902671""",,Legendary,Machine Gun,psiops,Power,Stasis,1600,,Range,3,Vault,true,false,5,16,,53,67,25,37,17,0,0,49,900,72,85,50,0,0,0,0,0,0,0,0,0,10,false,0,7,,,,Rapid-Fire Frame*,Smallbore*,Tactical Mag*,Perpetual Motion*,Headstone*,Tier 3: Range*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,Empty Weapon Level Boost Socket*,,,,,,
Rose,882778888,"""6917529888883270786""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1808,,Stability,1,Vault,false,false,5,19,,100,85,84,53,14,0,0,61,140,55,11,60,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Lightweight Frame*,Chambered Compensator*,Fluted Barrel,Accurized Rounds*,Tactical Mag,Rapid Hit*,Explosive Payload*,Tier 1: Stability*,Smooth Grip*,Textured Grip,Kill Tracker*,Crucible Tracker,,,,,,
Rat King,2362471601,"""6917529839906847511""",,Exotic,Sidearm,,KineticSlot,Kinetic,1600,,"Aim Assistance, Recoil Direction",10,Vault,true,false,1,1,,100,80,49,37,12,0,0,57,300,50,15,45,0,0,0,0,0,0,0,0,0,31,false,0,0,,,,Rat Pack*,Smallbore*,Tactical Mag*,Vermin*,Smooth Grip*,Catacombs*,Rat King Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Lorentz Driver,3761898871,"""6917529823781227506""",,Exotic,Linear Fusion Rifle,,Energy,Void,1600,,,,Vault,true,false,4,15,,100,22,41,38,25,0,0,52,0,28,6,40,533,0,0,0,0,0,0,0,0,1,false,0,6,,,,Lagrangian Sight*,Arrowhead Brake*,Enhanced Battery*,EM Anomaly*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Planck's Stride,820890091,"""6917529824499602187""",,Legendary,Machine Gun,plunder,Power,Arc,1600,,Reload Speed,1,Vault,true,false,5,18,,56,63,25,26,16,0,0,48,900,73,75,47,0,0,0,0,0,0,0,0,0,9,false,0,14,,,,Rapid-Fire Frame*,Polygonal Rifling*,Flared Magwell*,Slickdraw*,Harmony*,Tier 1: Reload Speed*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
The Jade Rabbit,3844694310,"""6917529868344819520""",,Exotic,Scout Rifle,,KineticSlot,Kinetic,1600,,Stability,10,Vault,false,false,1,2,,100,60,67,85,20,0,0,80,150,54,10,21,0,0,0,0,0,0,0,0,0,29,false,0,6,daito,,,The Fate of All Fools*,Polygonal Rifling*,High-Caliber Rounds*,Zen Moment*,Jade Rabbit Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,
Razor's Edge,1796949035,"""6917529778313088107""",,Legendary,Sword,ironbanner,Power,Void,1600,,Impact,3,Vault,true,false,5,16,,0,0,62,0,0,0,0,0,0,0,61,0,0,0,0,30,20,30,50,40,0,0,false,0,204,,,,Vortex Frame*,Enduring Blade,Honed Edge,Tempered Edge*,Heavy Guard,Swordmaster's Guard*,Relentless Strikes*,Frenzy*,Boss Spec*,Tier 3: Impact*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,
Death Adder,2742490609,"""6917529858741984104""",,Legendary,Submachine Gun,dungeon,Energy,Solar,1600,,Handling,1,Vault,false,false,3,11,,100,55,15,39,13,0,0,35,900,26,37,71,0,0,0,0,0,0,0,0,0,12,false,0,0,veist,,,Lightweight Frame*,Arrowhead Brake*,Polygonal Rifling,Accurized Rounds*,Extended Mag,Hip-Fire Grip*,Quickdraw*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Forgiveness,2345794502,"""6917529856232353784""",,Legendary,Sidearm,trials,Energy,Arc,1600,,Stability,1,Vault,true,false,5,17,,100,95,56,65,12,0,0,62,325,24,25,34,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Aggressive Burst*,Chambered Compensator*,Fluted Barrel,Appended Mag,Ricochet Rounds*,Moving Target*,Fragile Focus*,Targeting Adjuster*,Tier 1: Stability*,Alacrity*,One Quiet Moment,Kill Tracker*,Crucible Tracker,,,,,
Taraxippos,1389546626,"""6917529896718704891""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,10,Vault,true,false,6,20,Guardian Games,54,75,60,50,19,0,0,47,200,59,15,84,0,0,0,0,0,0,0,0,0,13,false,0,59,omolon,,,Lightweight Frame*,Fluted Barrel*,Hammer-Forged Rifling,Accurized Rounds*,Alloy Magazine,No Distractions,Moving Target*,Cascade Point,Hatchling*,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,
Roar of the Bear,4009352833,"""6917529818015589313""",,Legendary,Rocket Launcher,ironbanner,Power,Solar,1600,,Reload Speed,1,Vault,true,false,5,18,,45,71,0,0,20,100,27,62,15,65,1,65,0,0,0,0,0,0,0,0,0,7,false,0,0,,,,High-Impact Frame*,Confined Launch*,Quick Launch,Alloy Casing*,High-Velocity Rounds,Impulse Amplifier*,Chain Reaction*,Tier 1: Reload Speed*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,,,
Ogma PR6,2342054803,"""6917529820940741006""",,Legendary,Pulse Rifle,legendaryengram,Energy,Solar,1600,,Stability,2,Vault,true,false,5,16,,65,73,27,48,19,0,0,54,450,55,38,60,0,0,0,0,0,0,0,0,0,15,false,0,0,omolon,,,Lightweight Frame*,Extended Barrel*,Hammer-Forged Rifling,Appended Mag*,Flared Magwell,Demolitionist*,Dragonfly*,Tier 2: Stability*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Crimil's Dagger,4292849692,"""6917529171273784895""",,Legendary,Hand Cannon,ironbanner,KineticSlot,Kinetic,1600,1060,Handling,3,Vault,true,false,2,5,,98,72,92,60,14,0,0,33,120,39,8,41,0,0,0,0,0,0,0,0,0,25,false,0,0,hakke,,,Aggressive Frame*,Fastdraw HCS*,Sureshot HCS,Drop Mag,Flared Magwell*,Moving Target*,Zen Moment*,Iron Precious*,Icarus Grip*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,
Farewell,541188001,"""6917529865353766256""",,Legendary,Sidearm,servitor,KineticSlot,Kinetic,1600,,Stability,2,Vault,false,false,4,14,,100,71,43,23,12,0,0,57,360,49,15,54,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Lightweight Frame*,Extended Barrel*,Polygonal Rifling,Steady Rounds*,Alloy Magazine,Heating Up*,Adrenaline Junkie*,Tier 2: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Phyllotactic Spiral,3635821806,"""6917529885171280856""",,Legendary,Pulse Rifle,campaign,Energy,Arc,1800,,Handling,2,Vault,false,false,6,20,,80,31,33,68,18,0,0,44,340,12,37,28,0,0,0,0,0,0,0,0,0,26,false,0,0,,,,High-Impact Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Flared Magwell,Keep Away*,Headseeker*,Tier 2: Handling*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Avalanche,495940989,"""6917529851214759173""",,Legendary,Machine Gun,events,Power,Solar,1600,,Handling,2,Vault,true,false,5,19,The Dawning,100,90,41,50,19,0,0,40,450,42,75,52,0,0,0,0,0,0,0,0,0,16,false,0,0,suros,,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Extended Mag*,Light Mag,Ambitious Assassin*,Shot Swap,Cascade Point,Target Lock*,Backup Mag*,Tier 2: Handling*,Dawning Surprise*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,
Gridskipper,1621558458,"""6917529899822004482""",,Legendary,Pulse Rifle,servitor,Energy,Void,1600,,Range,1,Vault,false,false,4,14,,65,80,23,39,18,0,0,67,540,35,35,22,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Corkscrew Rifling,Ricochet Rounds*,Light Mag,Killing Wind*,High-Impact Reserves*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Duality,3460576091,"""6917529895429950947""",,Exotic,Shotgun,,Energy,Solar,1808,,"Magazine, Range",10,Vault,true,false,4,12,,78,65,80,95,12,0,0,50,65,1,8,80,0,0,0,0,0,0,0,0,0,6,false,0,412,,,,Compression Chamber*,Corkscrew Rifling*,Alloy Magazine*,On Black Wings*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Duality Catalyst*,,,,,,,,,,
Whistler's Whim (Adept),161675590,"""6917529884867002914""",,Legendary,Combat Bow,trials,KineticSlot,Kinetic,1800,,Stability,3,Vault,false,false,6,20,,60,74,68,0,18,0,0,77,0,70,0,81,0,580,43,0,0,0,0,0,0,19,false,0,0,veist,,,Lightweight Frame*,Tactile String*,Natural String,Compact Arrow Shaft*,Straight Fletching,Rangefinder*,Opening Shot*,Adrenaline Junkie,Tier 3: Stability*,Alacrity*,One Quiet Moment,Veist Stinger,Kill Tracker*,Crucible Tracker,,,,
Cry Mutiny,616582330,"""6917529832207441910""",,Legendary,Grenade Launcher,crucible,Power,Solar,1600,,Blast Radius,10,Vault,true,false,5,18,,58,62,0,0,13,65,23,42,120,55,6,37,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Adaptive Frame*,Volatile Launch*,Mini Frags*,Incandescent,Demolitionist*,Swashbuckler,Vorpal Weapon*,Boss Spec*,Masterworked: Blast Radius*,Kill Tracker*,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,
Taraxippos,1389546626,"""6917529900596221340""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Reload Speed,3,Vault,false,false,6,20,Guardian Games,54,75,60,30,19,0,0,62,200,62,15,74,0,0,0,0,0,0,0,0,0,20,false,0,0,omolon,,,Lightweight Frame*,Corkscrew Rifling*,Smallbore,Steady Rounds*,Alloy Magazine,No Distractions*,Explosive Payload*,Tier 3: Reload Speed*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,
Prometheus Lens,19024058,"""6917529863885526216""",,Exotic,Trace Rifle,,Energy,Solar,1600,,"Stability, Handling",10,Vault,false,false,1,2,,100,100,6,70,16,0,0,80,1000,40,100,55,0,0,0,0,0,0,0,0,0,16,false,0,36,,,,Prismatic Inferno*,Chambered Compensator*,Projection Fuse*,Flame Refraction*,Composite Stock*,Prometheus Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Borrowed Time,875848769,"""6917529858508910626""",,Legendary,Submachine Gun,drifter,Energy,Solar,1600,,Range,2,Vault,false,false,4,14,,97,38,22,44,15,0,0,23,750,22,26,67,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Full Bore,Extended Mag,High-Caliber Rounds*,Killing Wind*,Swashbuckler*,Counterbalance Stock*,Tier 2: Range*,Gun and Run*,Kill Tracker*,Crucible Tracker,,,,,,
